1576825181.80888,0,0,0,0,0,0,1,,,
1576825181.90888,-0.000127104111016,0.000390641856939,-0.000299891456962,0,0,0,1,,0.004107998483806,0
1576825182.88759,-0.000420570373535,0.000766714569181,-0.000599349848926,0,0,0,1,,0.004770252950637,0.000410799848381
1576825182.10888,-0.000260405591689,-0.00154433818534,-0.005096723325551,0,0,0,1,,0.023165961217969,0.000874488804783
1576825182.20888,0.001019491814077,-0.003076566848904,-0.002001120708883,0,0,0,1,,0.019964623829997,0.001566139043279
1576825182.30888,-0.001495491364039,-0.005564753897488,-0.00028183311224,0,0,0,1,,0.035378263347641,0.003241084252954
1576825182.40888,-0.004403804545291,-0.003935190383345,0.023246417753399,0,0,0,1,,0.033337310639682,0.005762202735025
1576825182.50888,-0.002795554639306,-0.007562609389424,0.00155508890748,0,0,0,1,,0.039679511597003,0.005905863004362
1576825182.60888,-0.005358162277844,-0.009193821810186,0.011158891953528,0,0,0,1,,0.030377313690877,0.008062765438629
1576825182.70888,-0.00317272200482,-0.00556179182604,0.014815345406532,0,0,0,1,,0.042388431196134,0.010641252862006
1576825182.80888,-0.004510987666436,-0.005317790433764,0.023385166190565,0,0,0,1,,0.013603277768584,0.006403100283149
1576825182.90888,-0.004202859243378,-0.010996746830642,0.017640072852373,0,0,0,1,,0.056873094590267,0.006973371123364
1576825183.88759,-0.005510289687663,-0.007872108370066,0.020665408112109,0,0,0,1,,0.03387143320847,0.011772530173114
1576825183.10888,-0.006360084982589,-0.004302455112338,0.034931788221002,0,0,0,1,,0.036694109096261,0.009609026102162
1576825183.20888,-0.00627668981906,-0.006483760662377,0.027959964238107,0,0,0,1,,0.021828991401185,0.007678658800822
1576825183.30888,-0.003000625525601,-0.00935954740271,0.020056025125086,0,0,0,1,,0.0435921399231,0.009024189016841
1576825183.40888,-0.004235580679961,-0.008631959091872,0.024320564232767,0,0,0,1,,0.014333523584054,0.009828778211378
1576825183.50888,-0.005342544522136,-0.009107302408665,0.025896136648953,0,0,0,1,,0.012047075233039,0.009615137100437
1576825183.60888,-0.001506258151494,-0.008158905431628,0.01738792937249,0,0,0,1,,0.039517780736816,0.010558680747797
1576825183.70888,-0.002562131150626,-0.006089273840189,0.027186188846827,0,0,0,1,,0.023234118693376,0.008296779583742
1576825183.80888,-0.00219182157889,-0.008542791940272,0.017120679840446,0,0,0,1,,0.024813061573198,0.00660634331032
1576825183.90888,-0.003482223139144,-0.00904919533059,0.026587998494506,0,0,0,1,,0.013862108715606,0.00881948841875
1576825184.88759,-0.002253376471344,-0.008393786847591,0.028021072968841,0,0,0,1,,0.01392703993155,0.009696072097606
1576825184.10888,-0.003352595376782,-0.010155634023249,0.026766440831125,0,0,0,1,,0.020766289202563,0.008690993220824
1576825184.20888,-0.002495071501471,-0.00901092775166,0.01974730193615,0,0,0,1,,0.014302795688058,0.010694708886856
1576825184.30888,-0.000661020516418,-0.01112762466073,0.025762042030692,0,0,0,1,,0.028007407628413,0.009349983996943
1576825184.40888,-0.002791762468405,-0.011877946555615,0.030856371857226,0,0,0,1,,0.022589918574224,0.011147240856518
1576825184.50888,-0.000731191714294,-0.010537682101131,0.008403049781919,0,0,0,1,,0.0245810102328,0.012201620878311
1576825184.60888,0.002805239288136,-0.008252468891442,0.002328621223569,0,0,0,1,,0.042105277161762,0.010563019709701
1576825184.70888,-0.002361334161833,-0.009550287388265,0.01801185682416,0,0,0,1,,0.053270830728105,0.008716226836649
1576825184.80888,0.001009551691823,-0.011935892980546,0.00890938192606,0,0,0,1,,0.041296471375042,0.009837880270785
1576825184.90888,0.00099371583201,-0.012421085033566,0.01286952663213,0,0,0,1,,0.004854504122666,0.011978511420936
1576825185.88759,-0.000615689612459,-0.009660625364631,0.023034607060254,0,0,0,1,,0.031953596774856,0.012460771427398
1576825185.10888,2.27647833526134E-05,-0.014276734087616,0.014099683612585,0,0,0,1,,0.046600519050702,0.00968022500434
1576825185.20888,0.001027645543218,-0.016443500760943,0.013540575280786,0,0,0,1,,0.02388443668623,0.014276752237252
1576825185.30888,0.000697303912602,-0.010004448704422,0.02585200406611,0,0,0,1,,0.06447520219395,0.016475581101667
1576825185.40888,0.003623480559327,-0.013332827016711,0.010565159842372,0,0,0,1,,0.044317730038389,0.010028720089121
1576825185.50888,-0.000751423765905,-0.012532240711153,0.034891080111265,0,0,0,1,,0.044475528425845,0.01381643541661
1576825185.60888,0.000389953958802,-0.006391030270606,0.011483225040138,0,0,0,1,,0.062463756519707,0.012554747903412
1576825185.70888,-0.000197389512323,-0.006349427625537,0.0138038713485,0,0,0,1,,0.005888150245618,0.00640291589901
1576825185.80888,0.001118777669035,-0.001938353292644,0.022714888677001,0,0,0,1,,0.046032459004044,0.006352495083942
1576825185.90888,0.003641215269454,-0.007869890425354,0.005411841906607,0,0,0,1,,0.064456050301525,0.002238052045828
1576825186.88759,0.003857685369439,-0.00880267797038,0.003900837153196,0,0,0,1,,0.009575760587766,0.008671425715855
1576825186.10888,0.002727146493271,-0.007742018438876,0.016320185735822,0,0,0,1,,0.015501989524891,0.009610872793862
1576825186.20888,-0.00014664628543,-0.006029496900737,0.026432815007866,0,0,0,1,,0.03345357223601,0.008208299306412
1576825186.30888,0.004026674258057,-0.007076367735863,0.011673619039357,0,0,0,1,,0.043026204694493,0.006031279964405
1576825186.40888,0.002292909950484,-0.004278395324945,0.029300079680979,0,0,0,1,,0.03291593578568,0.008141810972607
1576825186.50888,-0.000568970339373,-0.00676006404683,0.006739652715623,0,0,0,1,,0.037880124654821,0.004854081025029
1576825186.60888,-0.001099653251003,-0.005204197019339,0.023989925161004,0,0,0,1,,0.016438815528899,0.006783965887615
1576825186.70888,-0.000826656119898,-0.002913399599493,0.025526516139507,0,0,0,1,,0.023070067733679,0.005319107433446
1576825186.80888,9.02870669960976E-05,-0.003612916916609,0.016115128993988,0,0,0,1,,0.01153303639523,0.003028408421413
1576825186.90888,-0.00062888325192,-0.006226202938706,0.016746229492128,0,0,0,1,,0.027104371936825,0.003614044880848
1576825187.88759,0.000927497050725,-0.005702628754079,0.013962848111987,0,0,0,1,,0.016420869566711,0.006257882803193
1576825187.10888,0.001005480939057,-0.008957257028669,0.011138181202114,0,0,0,1,,0.032555624233915,0.00577756224423
1576825187.20888,0.000701183686033,-0.007653449196368,0.022351956926286,0,0,0,1,,0.013388471465281,0.009013514597339
1576825187.30888,0.001177399652079,-0.007953845430166,0.017040519043803,0,0,0,1,,0.005630448859518,0.007685502141237
1576825187.40888,-0.000313871598337,-0.008251368999481,0.021352743729949,0,0,0,1,,0.015206611116927,0.008040517835791
1576825187.50888,0.000594163429923,-0.00723317079246,0.021134537644684,0,0,0,1,,0.013642782712218,0.008257336480115
1576825187.60888,8.71525844559073E-06,-0.009264129213989,0.026079974137247,0,0,0,1,,0.021136559964818,0.007257533320238
1576825187.70888,-0.000329930859152,-0.00977909937501,0.023867593146861,0,0,0,1,,0.006163403765013,0.009264133313441
1576825187.80888,-0.000113554648124,-0.007900187280029,0.013581872917712,0,0,0,1,,0.018913300413632,0.00978466345656
1576825187.90888,-0.003689498116728,-0.007446431554854,0.029271327890456,0,0,0,1,,0.036046173096159,0.007901003336137
1576825188.88759,-0.001347314566374,-0.010034680832177,0.020847788080573,0,0,0,1,,0.0349068161039,0.008310339298396
1576825188.10888,-0.004164856509306,-0.007509942632169,0.023493262007833,0,0,0,1,,0.037832321603047,0.010124725968856
1576825188.20888,-0.004729055101052,-0.007362444885075,0.035663572140038,0,0,0,1,,0.005831600434926,0.008587506511297
1576825188.30888,-0.005066291661933,-0.008287477307022,0.031035889871419,0,0,0,1,,0.009845879745595,0.008750403238397
1576825188.40888,-0.003302676021121,-0.01109681557864,0.025111936032772,0,0,0,1,,0.033170350695904,0.009713371779056
1576825188.50888,-0.00390552112367,-0.008733388967812,0.031924512237311,0,0,0,1,,0.024390997442569,0.011577866162935
1576825188.60888,-0.003124056966044,-0.011766007635743,0.028165044263005,0,0,0,1,,0.031316868002299,0.009566879225251
1576825188.70888,-0.002650790265761,-0.008319574408233,0.016490325331688,0,0,0,1,,0.034787761298015,0.012173687510834
1576825188.80888,-0.001861776050646,-0.006291903089732,0.016726151108742,0,0,0,1,,0.021757744385682,0.008731666929469
1576825188.90888,-0.004591902194079,-0.009162475820631,0.015766128897667,0,0,0,1,,0.039615371464164,0.006561574091126
1576825189.88759,-0.0029111468466,-0.008769814390689,0.016994759440422,0,0,0,1,,0.017260131913295,0.010248733039924
1576825189.10888,-0.005129907513037,-0.007468965370208,0.011820044368506,0,0,0,1,,0.025719850444776,0.009240369062413
1576825189.20888,-0.005768152186647,-0.005713737569749,0.023137130774558,0,0,0,1,,0.018676672334477,0.009060981999413
1576825189.30888,-0.003464771609288,-0.006352372001857,0.016079208813608,0,0,0,1,,0.023902753025602,0.008119013281445
1576825189.40888,-0.003327839018311,-0.008044466376305,0.008070624433458,0,0,0,1,,0.016976259618981,0.007235832526703
1576825189.50888,-0.004551277670544,-0.010009256657213,0.011403053998947,0,0,0,1,,0.023145632382218,0.008705627594338
1576825189.60888,-0.006941694999114,-0.009601741097867,0.018659465014935,0,0,0,1,,0.024249049333606,0.010995423923813
1576825189.70888,-0.002418812073302,-0.009088474325836,0.011283243075013,0,0,0,1,,0.045519130857119,0.011848230313899
1576825189.80888,0.001255507289898,-0.00695335958153,0.013077963143587,0,0,0,1,,0.042496279547899,0.009404840105888
1576825189.90888,0.001199953141622,-0.00755079742521,0.00290674623102,0,0,0,1,,0.006000152001842,0.007065798470452
1576825190.88759,0.001425317896064,-0.00750411208719,0.005511179566383,0,0,0,1,,0.002301495021303,0.007645549640062
1576825190.10888,0.003055164008401,-0.008149878587574,0.001610800623894,0,0,0,1,,0.017531151482198,0.007638273975314
1576825190.20888,0.004341852269135,-0.006555679254234,0.002620365470648,0,0,0,1,,0.020486674192588,0.00870370887096
1576825190.30888,0.001841635094024,-0.009455340448767,-0.010763236321509,0,0,0,1,,0.038287231508431,0.007863117168871
1576825190.40888,0.002307938062586,-0.008153625298291,-0.001118218526244,0,0,0,1,,0.013827150073196,0.009633020441255
1576825190.50888,0.003851321293041,-0.008185974787921,-0.003837293945253,0,0,0,1,,0.015437222177353,0.008473970946709
