timestamp,roll,pitch,yaw,gt_roll,gt_pitch,gt_yaw,x,y,z,gt_x,gt_y,gt_z,wx,wy,wz,ax,ay,az,
8.00388,0.360184,0.449252,-39.2162,0,0,23.9465,42.3871,41.8112,-0.402472,31.6849,34.4653,-0.0774124,0.00140682,0.00118151,0.00499897,0.124723,0.546817,9.78434,
8.00888,0.360741,0.449498,-39.2147,0,0,23.9465,42.3913,41.8412,-0.402709,31.6849,34.4653,-0.0774124,0.00239857,0.000608191,0.00576105,-0.270046,0.687744,9.8387,
8.01388,0.361491,0.449659,-39.213,0,0,23.9465,42.3954,41.8712,-0.402947,31.6849,34.4653,-0.0774124,0.00274323,0.000587068,0.0061721,-0.174828,0.784714,9.82448,
8.01888,0.362226,0.44996,-39.2112,0,0,23.9465,42.3996,41.9013,-0.403184,31.6849,34.4653,-0.0774124,0.00229061,0.00158921,0.00583749,0.131745,0.744238,9.79926,
8.02388,0.362807,0.450234,-39.2095,0,0,23.9465,42.4037,41.9313,-0.403421,31.6849,34.4653,-0.0774124,0.00167135,0.000403672,0.0060457,-0.185631,0.652485,9.78513,
8.02888,0.363271,0.450323,-39.2078,0,0,23.9465,42.4079,41.9614,-0.403658,31.6849,34.4653,-0.0774124,0.00147454,0.000293702,0.00611544,-0.248849,0.392217,9.78405,
8.03388,0.363911,0.450627,-39.2061,0,0,23.9465,42.4121,41.9914,-0.403895,31.6849,34.4653,-0.0774124,0.00290014,0.00190068,0.00558201,-0.0224449,0.30959,9.93004,
8.03888,0.364742,0.450963,-39.2045,0,0,23.9465,42.4163,42.0215,-0.40413,31.6849,34.4653,-0.0774124,0.00281632,0.000518337,0.00550121,-0.179559,0.442136,9.92786,
8.04388,0.36527,0.451091,-39.2029,0,0,23.9465,42.4204,42.0515,-0.404363,31.6849,34.4653,-0.0774124,0.000778511,0.000444576,0.00581369,-0.267886,0.562407,9.79545,
8.04888,0.365654,0.451231,-39.2012,0,0,23.9465,42.4246,42.0816,-0.404597,31.6849,34.4653,-0.0774124,0.00181284,0.000611544,0.00587169,-0.142641,0.460818,9.5837,
8.05388,0.366533,0.451545,-39.1996,0,0,23.9465,42.4288,42.1117,-0.404835,31.6849,34.4653,-0.0774124,0.00423521,0.0016509,0.00547707,-0.131298,0.571422,9.49822,
8.05888,0.367853,0.451937,-39.198,0,0,23.9465,42.433,42.1418,-0.40508,31.6849,34.4653,-0.0774124,0.00488967,0.00115737,0.00550624,0.23555,0.48589,9.62954,
